pkey,created_on,last_updated_on,version,format,is_reduced,is_target_adjusted,referee,result,src_id,timestamp_end,timestamp_start,toss_decision,toss_winner,umpires,win_margin,win_type,away_team_pkey,home_team_pkey,man_of_the_match_pkey,tournament_pkey,venue_pkey,winner_team_pkey
1426,"2021-02-15 00:39:43",NULL,0,T20,0,0,"Samiur Rahman (Bangladesh)",NULL,43314,1577734200,1577691000,fielding,14090,"Tanvir Ahmed (Bangladesh, TV), Moniruzzaman (Bangladesh), Prageeth Rambukwella (Sri Lanka)",NULL,NULL,82,85,NULL,94,NULL,NULL
1427,"2021-02-15 00:39:45",NULL,0,T20,0,0,"Samiur Rahman (Bangladesh)",NULL,43315,1577752200,1577709000,fielding,65163,"Tanvir Ahmed (Bangladesh), Moniruzzaman (Bangladesh, TV), D Milns (England)",NULL,NULL,84,83,NULL,94,NULL,NULL
1428,"2021-02-15 00:39:47",NULL,0,T20,0,0,"Samiur Rahman (Bangladesh)",NULL,43316,1577820600,1577777400,fielding,14094,"Masudur Rahman (Bangladesh), Moniruzzaman (Bangladesh, TV), Prageeth Rambukwella (Sri Lanka)",NULL,NULL,89,88,NULL,94,NULL,NULL
1429,"2021-02-15 00:39:49",NULL,0,T20,0,0,"Samiur Rahman (Bangladesh)",NULL,43317,1577838600,1577795400,fielding,65163,"Tanvir Ahmed (Bangladesh), David Millns (England), Masudur Rahman (Bangladesh, TV)",NULL,NULL,85,84,NULL,94,NULL,NULL
1430,"2021-02-15 00:39:51",NULL,0,T20,0,0,"Raqibul Hasan (Bangladesh)",NULL,43318,1577993400,1577950200,fielding,14090,"David Millns (England), Masudur Rahman (Bangladesh, TV), Mahfuzur Rahman (Bangladesh)",NULL,NULL,85,84,NULL,94,NULL,NULL
1431,"2021-02-15 00:39:53",NULL,0,T20,0,0,"Raqibul Hasan (Bangladesh)",NULL,43319,1578011400,1577968200,fielding,107369,"Masudur Rahman (Bangladesh), Prageeth Rambukwella (Sri Lanka), Gazi Sohel (Bangladesh, TV)",NULL,NULL,89,82,NULL,94,NULL,NULL
1432,"2021-02-15 00:39:55",NULL,0,T20,0,0,"Raqibul Hasan (Bangladesh)",NULL,43320,1578081600,1578038400,fielding,90438,"Tanvir Ahmed (Bangladesh), Masudur Rahman (Bangladesh, TV), Prageeth Rambukwella (Sri Lanka)",NULL,NULL,87,83,NULL,94,NULL,NULL
1433,"2021-02-15 00:39:56",NULL,0,T20,0,0,"Raqibul Hasan (Bangladesh)",NULL,43321,1578099600,1578056400,fielding,107369,"Tanvir Ahmed (Bangladesh, TV), David Millns (England), Gazi Sohel (Bangladesh)",NULL,NULL,85,82,NULL,94,NULL,NULL
1434,"2021-02-15 00:39:58",NULL,0,T20,0,0,"Raqibul Hasan (Bangladesh)",NULL,43322,1578166200,1578123000,fielding,14091,"Tanvir Ahmed (Bangladesh, TV), Mahfuzur Rahman (Bangladesh), David Millns (England)",NULL,NULL,87,88,NULL,94,NULL,NULL
1435,"2021-02-15 00:40:00",NULL,0,T20,0,0,"Raqibul Hasan (Bangladesh)",NULL,43323,1578184200,1578141000,batting,107369,"Tanvir Ahmed (Bangladesh), Prageeth Rambukwella (Sri Lanka), Gazi Sohel (Bangladesh, TV)",NULL,NULL,84,82,NULL,94,NULL,NULL
1436,"2021-02-15 00:40:04",NULL,0,T20,0,0,"Salim Shahed (Bangladesh)",NULL,43324,1578425400,1578382200,fielding,14094,"Morshed Ali Khan (Bangladesh, TV), Prageeth Rambukwella (Sri Lanka), Gazi Sohel (Bangladesh)",NULL,NULL,82,89,NULL,94,NULL,NULL
1437,"2021-02-15 00:40:06",NULL,0,T20,0,0,"Salim Shahed (Bangladesh)",NULL,43325,1578443400,1578400200,fielding,14091,"Morshed Ali Khan (Bangladesh), David Millns (England), Moniruzzaman (Bangladesh, TV)",NULL,NULL,84,88,NULL,94,NULL,NULL
1438,"2021-02-15 00:40:08",NULL,0,T20,0,0,"Salim Shahed (Bangladesh)",NULL,43326,1578511800,1578468600,fielding,14094,"Morshed Ali Khan (Bangladesh, TV), David Millns (England), Gazi Sohel (Bangladesh)",NULL,NULL,87,89,NULL,94,NULL,NULL
1439,"2021-02-15 00:40:11",NULL,0,T20,0,0,"Salim Shahed (Bangladesh)",NULL,43327,1578529800,1578486600,fielding,14090,"Mahfuzur Rahman (Bangladesh), Prageeth Rambukwella (Sri Lanka), Gazi Sohel (Bangladesh, TV)",NULL,NULL,85,83,NULL,94,NULL,NULL
1440,"2021-02-15 00:40:13",NULL,0,T20,0,0,"Mujibul Haque (Bangladesh)",NULL,43328,1578686400,1578643200,fielding,14093,"Tanvir Ahmed (Bangladesh), David Millns (England), Gazi Sohel (Bangladesh, TV)",NULL,NULL,85,83,NULL,94,NULL,NULL
1441,"2021-02-15 00:40:15",NULL,0,T20,0,0,"Mujibul Haque (Bangladesh)",NULL,43329,1578704400,1578661200,fielding,14094,"Tanvir Ahmed (Bangladesh, TV), Prageeth Rambukwella (Sri Lanka), Gazi Sohel (Bangladesh)",NULL,NULL,87,89,NULL,94,NULL,NULL
1442,"2021-02-15 00:40:17",NULL,0,T20,0,0,"Akhtar Ahmad (Bangladesh)",NULL,43330,1578771000,1578727800,fielding,65163,"Tanvir Ahmed (Bangladesh), Moniruzzaman (Bangladesh, TV), Prageeth Rambukwella (Sri Lanka)",NULL,NULL,84,88,NULL,94,NULL,NULL
1443,"2021-02-15 00:40:18",NULL,0,T20,0,0,"Akhtar Ahmad (Bangladesh)",NULL,43331,1578789000,1578745800,fielding,90438,"Tanvir Ahmed (Bangladesh, TV), Mahfuzur Rahman (Bangladesh), David Millns (England)",NULL,NULL,87,83,NULL,94,NULL,NULL
1444,"2021-02-15 00:40:20",NULL,0,T20,0,0,"Akhtar Ahmad (Bangladesh)",NULL,43332,1578943800,1578900600,fielding,14091,"Tanvir Ahmed (Bangladesh, TV), Mahfuzur Rahman (Bangladesh), David Millns (England)",NULL,NULL,83,88,NULL,94,NULL,NULL
1445,"2021-02-15 00:40:22",NULL,0,T20,0,0,"Neeyamur Rashid (Bangladesh)",NULL,43333,1578961800,1578918600,fielding,65163,"Tanvir Ahmed (Bangladesh, TV), Prageeth Rambukwella (Sri Lanka), Gazi Sohel (Bangladesh)",NULL,NULL,84,87,NULL,94,NULL,NULL
1446,"2021-02-15 00:40:23",NULL,0,T20,0,0,"Raqibul Hasan (Bangladesh)",NULL,43334,1579134600,1579091400,fielding,65163,"Morshed Ali Khan (Bangladesh, TV), David Millns (England), Mahfuzur Rahman (Bangladesh)",NULL,NULL,84,88,NULL,94,NULL,NULL
1447,"2021-02-15 00:40:25",NULL,0,T20,0,0,"Raqibul Hasan (Bangladesh)",NULL,43335,1579309200,1579266000,fielding,90438,"Tanvir Ahmed (Bangladesh, TV), David Millns (England), Gazi Sohel (Bangladesh)",NULL,NULL,84,87,NULL,94,NULL,NULL
1448,"2021-02-15 00:40:28",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41196,1554523200,1554480000,fielding,90443,"Johan Cloete (South Africa, TV), Stephen Harris (South Africa), Shaun George (South Africa)",NULL,NULL,91,90,NULL,95,NULL,NULL
1449,"2021-02-15 00:40:35",NULL,0,T20,0,0,"Gerrie Pienaar (South Africa)",NULL,41197,1554609600,1554566400,fielding,12342,"Allahudien Paleker (South Africa), Dennis Smith (South Africa, TV), Adrian Holdstock (South Africa)",NULL,NULL,93,92,NULL,95,NULL,NULL
1450,"2021-02-15 00:40:43",NULL,0,T20,0,0,"Zed Ndamane (South Africa)",NULL,41198,1554683400,1554640200,fielding,12340,"Arno Jacobs (South Africa, TV), Bongani Jele (South Africa), Brad White (South Africa)",NULL,NULL,95,94,NULL,95,NULL,NULL
1451,"2021-02-15 00:40:50",NULL,0,T20,0,0,"Gerrie Pienaar (South Africa)",NULL,41199,1554868800,1554825600,fielding,0,"Siphelele Gasa (South Africa), Philip Vosloo (South Africa, TV), Stephen Harris (South Africa)",NULL,NULL,91,93,NULL,95,NULL,NULL
1452,"2021-02-15 00:40:51",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41200,1554955200,1554912000,fielding,12342,"Murray Brown (South Africa), Brad White (South Africa)",NULL,NULL,94,92,NULL,95,NULL,NULL
1453,"2021-02-15 00:40:53",NULL,0,T20,0,0,"Gerrie Pienaar (South Africa)",NULL,41201,1554955200,1554912000,fielding,12335,"Johan Cloete (South Africa), Adrian Holdstock (South Africa), Clifford Isaacs (South Africa, TV)",NULL,NULL,95,90,NULL,95,NULL,NULL
1454,"2021-02-15 00:40:55",NULL,0,T20,0,0,"Gerrie Pienaar (South Africa)",NULL,41202,1555128000,1555084800,fielding,12332,"Dennis Smith (South Africa), Bongani Jele (South Africa)",NULL,NULL,93,94,NULL,95,NULL,NULL
1455,"2021-02-15 00:40:57",NULL,0,T20,0,0,"Tiffie Barnes (South Africa)",NULL,41203,1555128000,1555084800,fielding,0,"Allahudien Paleker (South Africa), Lubabalo Gcuma (South Africa)",NULL,NULL,92,90,NULL,95,NULL,NULL
1456,"2021-02-15 00:40:58",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41204,1555128000,1555084800,fielding,12330,"Arno Jacobs (South Africa), Adrian Holdstock (South Africa), Murray Brown (South Africa, TV)",NULL,NULL,91,95,NULL,95,NULL,NULL
1457,"2021-02-15 00:41:00",NULL,0,T20,0,0,"Dev Govindjee (South Africa)",NULL,41205,1555288200,1555245000,fielding,12340,"Siphelele Gasa (South Africa, TV), Bongani Jele (South Africa), Brad White (South Africa)",NULL,NULL,94,91,NULL,95,NULL,NULL
1458,"2021-02-15 00:41:01",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41206,1555288200,1555245000,fielding,12342,"Arno Jacobs (South Africa), Adrian Holdstock (South Africa)",NULL,NULL,92,95,NULL,95,NULL,NULL
1459,"2021-02-15 00:41:04",NULL,0,T20,0,0,"Gerrie Pienaar (South Africa)",NULL,41207,1555288200,1555245000,fielding,12332,"Johan Cloete (South Africa), Stephen Harris (South Africa)",NULL,NULL,90,93,NULL,95,NULL,NULL
1460,"2021-02-15 00:41:05",NULL,0,T20,0,0,"Laurence Matroos (South Africa)",NULL,41208,1555473600,1555430400,fielding,12332,"Dennis Smith (South Africa), Allahudien Paleker (South Africa, TV), Brad White (South Africa)",NULL,NULL,93,95,NULL,95,NULL,NULL
1461,"2021-02-15 00:41:07",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41209,1555560000,1555516800,fielding,90443,"Clifford Isaacs (South Africa), Bongani Jele (South Africa), Lubabalo Gcuma (South Africa, TV)",NULL,NULL,91,92,NULL,95,NULL,NULL
1462,"2021-02-15 00:41:08",NULL,0,T20,0,0,"Barry Lambson (South Africa)",NULL,41210,1555646400,1555603200,fielding,12335,"Johan Cloete (South Africa, TV), Adrian Holdstock (South Africa), Stephen Harris (South Africa)",NULL,NULL,90,94,NULL,95,NULL,NULL
1463,"2021-02-15 00:41:11",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41211,1555790400,1555747200,fielding,12335,"Adrian Holdstock (South Africa), Philip Vosloo (South Africa)",NULL,NULL,90,92,NULL,95,NULL,NULL
1464,"2021-02-15 00:41:13",NULL,0,T20,0,0,"Dev Govindjee (South Africa)",NULL,41212,1555819200,1555776000,fielding,12330,"Arno Jacobs (South Africa, TV), Lubabalo Gcuma (South Africa), Shaun George (South Africa)",NULL,NULL,95,91,NULL,95,NULL,NULL
1465,"2021-02-15 00:41:15",NULL,0,T20,0,0,"Laurence Matroos (South Africa)",NULL,41213,1555819200,1555776000,fielding,0,"Thomas Mokorosi (South Africa), Bongani Jele (South Africa)",NULL,NULL,94,93,NULL,95,NULL,NULL
1466,"2021-02-15 00:41:16",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41216,1555979400,1555936200,fielding,0,"Arno Jacobs (South Africa), Allahudien Paleker (South Africa), Adrian Holdstock (South Africa, TV)",NULL,NULL,92,94,NULL,95,NULL,NULL
1467,"2021-02-15 00:41:16",NULL,0,T20,0,0,"Laurence Matroos (South Africa)",NULL,41214,1555979400,1555936200,fielding,0,"Dennis Smith (South Africa), Stephen Harris (South Africa)",NULL,NULL,95,93,NULL,95,NULL,NULL
1468,"2021-02-15 00:41:17",NULL,0,T20,0,0,"Zed Ndamane (South Africa)",NULL,41215,1555979400,1555936200,fielding,0,"Shaun George (South Africa), Abdoellah Steenkamp (South Africa)",NULL,NULL,90,91,NULL,95,NULL,NULL
1469,"2021-02-15 00:41:18",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41217,1556164800,1556121600,fielding,90443,"Bongani Jele (South Africa), Murray Brown (South Africa)",NULL,NULL,91,94,NULL,95,NULL,NULL
1470,"2021-02-15 00:41:20",NULL,0,T20,0,0,"Laurence Matroos (South Africa)",NULL,41218,1556164800,1556121600,fielding,12330,"Lubabalo Gcuma (South Africa), Brad White (South Africa)",NULL,NULL,90,95,NULL,95,NULL,NULL
1471,"2021-02-15 00:41:22",NULL,0,T20,0,0,"Barry Lambson (South Africa)",NULL,41219,1556164800,1556121600,fielding,0,"Johan Cloete (South Africa), Siphelele Gasa (South Africa), Stephen Harris (South Africa, TV)",NULL,NULL,92,93,NULL,95,NULL,NULL
1472,"2021-02-15 00:41:23",NULL,0,T20,0,0,"Dev Govindjee (South Africa)",NULL,41220,1556337600,1556294400,fielding,12342,"Shaun George (South Africa), Arno Jacobs (South Africa)",NULL,NULL,92,91,NULL,95,NULL,NULL
1473,"2021-02-15 00:41:24",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41221,1556337600,1556294400,fielding,12335,"Ryan Hendricks (South Africa), Adrian Holdstock (South Africa)",NULL,NULL,93,90,NULL,95,NULL,NULL
1474,"2021-02-15 00:41:26",NULL,0,T20,0,0,"Laurence Matroos (South Africa), Shandre Fritz (South Africa)",NULL,41222,1556337600,1556294400,fielding,12340,"Allahudien Paleker (South Africa), Philip Vosloo (South Africa), Murray Brown (South Africa, TV)",NULL,NULL,94,95,NULL,95,NULL,NULL
1475,"2021-02-15 00:41:29",NULL,0,T20,0,0,"Tiffie Barnes (South Africa)",NULL,41223,1556497800,1556454600,fielding,12340,"Lubabalo Gcuma (South Africa), Stephen Harris (South Africa)",NULL,NULL,94,90,NULL,95,NULL,NULL
1476,"2021-02-15 00:41:31",NULL,0,T20,0,0,"Laurence Matroos (South Africa)",NULL,41224,1556497800,1556454600,fielding,90443,"Arno Jacobs (South Africa), Johan Cloete (South Africa)",NULL,NULL,93,91,NULL,95,NULL,NULL
1477,"2021-02-15 00:41:33",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa), Barry Lambson (South Africa)",NULL,41225,1556497800,1556454600,batting,12330,"Dennis Smith (South Africa), Brad White (South Africa)",NULL,NULL,95,92,NULL,95,NULL,NULL
1478,"2021-02-15 00:41:35",NULL,0,T20,0,0,"Shaid Wadvalla (South Africa)",NULL,41226,1556748000,1556704800,fielding,12340,"Johan Cloete (South Africa, TV), Stephen Harris (South Africa), Allahudien Paleker (South Africa)",NULL,NULL,92,94,NULL,95,NULL,NULL
1479,"2021-02-15 00:41:37",NULL,0,T20,0,0,"Laurence Matroos (South Africa)",NULL,41227,1556764200,1556721000,fielding,12330,"Arno Jacobs (South Africa), Lubabalo Gcuma (South Africa, TV), Brad White (South Africa)",NULL,NULL,95,91,NULL,95,NULL,NULL
1480,"2021-02-15 00:41:39",NULL,0,T20,0,0,"Gerrie Pienaar (South Africa)",NULL,41228,1557102600,1557059400,fielding,90443,"Johan Cloete (South Africa, TV), Dennis Smith (South Africa), Lubabalo Gcuma (South Africa)",NULL,NULL,91,94,NULL,95,NULL,NULL
1481,"2021-02-15 00:41:42",NULL,0,T20,0,0,"Krishna Hariharan (India)",NULL,38656,1530230340,1530216000,fielding,111354,"Leslie Reifer (West Indies, TV), Patrick Gustard (West Indies), Roger Dill (Bermuda)",NULL,NULL,97,96,NULL,96,NULL,NULL
1482,"2021-02-15 00:41:48",NULL,0,T20,0,0,"Krishna Hariharan (India)",NULL,38657,1530316740,1530302400,fielding,111357,"Arnold Maddela (Canada), Patrick Gustard (West Indies, TV), Leslie Reifer (West Indies)",NULL,NULL,99,98,NULL,96,NULL,NULL
1483,"2021-02-15 00:41:53",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38659,1530489540,1530370800,fielding,111356,"Nigel Duguid (West Indies), Harry Grewal (Canada), Leslie Reifer (West Indies, TV)",NULL,NULL,100,96,NULL,96,NULL,NULL
1484,"2021-02-15 00:41:58",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38658,1530403140,1530388800,batting,111357,"Nigel Duguid (West Indies, TV), Arnold Maddela (Canada), Leslie Reifer (West Indies)",NULL,NULL,101,98,NULL,96,NULL,NULL
1485,"2021-02-15 00:42:00",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38661,1530489540,1530457200,fielding,111355,"Nigel Duguid (West Indies), Roger Dill (Bermuda), Patrick Gustard (West Indies, TV)",NULL,NULL,99,97,NULL,96,NULL,NULL
1486,"2021-02-15 00:42:01",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38660,1530489540,1530475200,fielding,111376,"Vishal Sudhalkar (Canada), Patrick Gustard (West Indies), Roger Dill (Bermuda, TV)",NULL,NULL,101,100,NULL,96,NULL,NULL
1487,"2021-02-15 00:42:05",NULL,0,T20,0,0,"Krishna Hariharan (India)",NULL,38663,1530575940,1530543600,fielding,111354,"Bijal Patel (Canada), Leslie Reifer (West Indies), Arnold Maddela (Canada, TV)",NULL,NULL,99,96,NULL,96,NULL,NULL
1488,"2021-02-15 00:42:07",NULL,0,T20,0,0,"Krishna Hariharan (India)",NULL,38662,1530575940,1530561600,fielding,111357,"Roger Dill (Bermuda), Leslie Reifer (West Indies, TV), Nigel Duguid (West Indies)",NULL,NULL,97,98,NULL,96,NULL,NULL
1489,"2021-02-15 00:42:09",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38664,1530748740,1530716400,fielding,111356,"Leslie Reifer (West Indies), Vishal Sudhalkar (Canada), Roger Dill (Bermuda, TV)",NULL,NULL,100,98,NULL,96,NULL,NULL
1490,"2021-02-15 00:42:12",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38665,1530835140,1530802800,fielding,111376,"Patrick Gustard (West Indies), Leslie Reifer (West Indies, TV), Arnold Maddela (Canada)",NULL,NULL,101,99,NULL,96,NULL,NULL
1491,"2021-02-15 00:42:14",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38666,1530921540,1530889200,fielding,0,"Roger Dill (Bermuda), Patrick Gustard (West Indies, TV), Nigel Duguid (West Indies)",NULL,NULL,100,97,NULL,96,NULL,NULL
1492,"2021-02-15 00:42:14",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38667,1531007940,1530975600,fielding,111376,"Leslie Reifer (West Indies), Nigel Duguid (West Indies, TV), Bijal Patel (Canada)",NULL,NULL,101,96,NULL,96,NULL,NULL
1493,"2021-02-15 00:42:16",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38668,1531007940,1530993600,fielding,111356,"Vishal Sudhalkar (Canada), Nigel Duguid (West Indies), Arnold Maddela (Canada, TV)",NULL,NULL,100,99,NULL,96,NULL,NULL
1494,"2021-02-15 00:42:18",NULL,0,T20,0,0,,NULL,38669,1531094340,1531062000,fielding,111376,"Arnold Maddela (Canada), Roger Dill (Bermuda, TV), Nigel Duguid (West Indies)",NULL,NULL,101,97,NULL,96,NULL,NULL
1495,"2021-02-15 00:42:20",NULL,0,T20,0,0,,NULL,38670,1531094340,1531080000,fielding,111354,"Bijal Patel (Canada), Patrick Gustard (West Indies), Vishal Sudhalkar (Canada, TV)",NULL,NULL,98,96,NULL,96,NULL,NULL
1496,"2021-02-15 00:42:22",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38671,1531267140,1531234800,fielding,111357,"Bijal Patel (Canada), Patrick Gustard (West Indies, TV), Nigel Duguid (West Indies)",NULL,NULL,98,101,NULL,96,NULL,NULL
1497,"2021-02-15 00:42:24",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38672,1531267140,1531252800,fielding,111355,"Leslie Reifer (West Indies), Vishal Sudhalkar (Canada), Roger Dill (Bermuda, TV)",NULL,NULL,96,97,NULL,96,NULL,NULL
1498,"2021-02-15 00:42:26",NULL,0,T20,0,0,,NULL,38673,1531353540,1531321200,fielding,111358,,NULL,NULL,99,100,NULL,96,NULL,NULL
1500,"2021-02-15 00:42:29",NULL,0,T20,0,0,"Krishna Hariharan (India)",NULL,38675,1531439940,1531425600,fielding,111358,"Vishal Sudhalkar (Canada), Nigel Duguid (West Indies), Bijal Patel (Canada, TV)",NULL,NULL,100,99,NULL,96,NULL,NULL
1501,"2021-02-15 00:42:31",NULL,0,T20,0,0,,NULL,38676,1531785540,1531594800,fielding,111358,"Arnold Maddela (Canada), Patrick Gustard (West Indies, TV), Nigel Duguid (West Indies)",NULL,NULL,99,97,NULL,96,NULL,NULL
1502,"2021-02-15 00:42:32",NULL,0,T20,0,0,"Reon King (West Indies)",NULL,38677,1531871940,1531681200,fielding,111355,"Bijal Patel (Canada), Leslie Reifer (West Indies), Nigel Duguid (West Indies, TV)",NULL,NULL,97,101,NULL,96,NULL,NULL
1503,"2021-02-15 00:42:35",NULL,0,T20,0,0,,NULL,41801,1564115400,1564072200,fielding,111355,"Leslie Reifer (West Indies), Bijal Patel (Canada)",NULL,NULL,97,96,NULL,97,NULL,NULL
1504,"2021-02-15 00:42:40",NULL,0,T20,0,0,,NULL,41800,1564216200,1564173000,fielding,111358,"Arnold Maddela (Canada), Carl Tuckett (West Indies)",NULL,NULL,99,98,NULL,97,NULL,NULL
1505,"2021-02-15 00:42:44",NULL,0,T20,0,0,,NULL,41799,1564288200,1564245000,fielding,111354,"Vishal Sudhakar (Canada), Harry Grewal (Canada)",NULL,NULL,96,100,NULL,97,NULL,NULL
1506,"2021-02-15 00:42:48",NULL,0,T20,0,0,,NULL,41802,1564302600,1564259400,batting,111357,"Arnold Maddela (Canada), Bijal Patel (Canada)",NULL,NULL,98,102,NULL,97,NULL,NULL
1507,"2021-02-15 00:42:51",NULL,0,T20,0,0,,NULL,41803,1564374600,1564331400,fielding,111358,"Leslie Reifer (West Indies), Vishal Sudhakar (Canada)",NULL,NULL,99,97,NULL,97,NULL,NULL
1508,"2021-02-15 00:42:52",NULL,0,T20,0,0,,NULL,41804,1564389000,1564345800,batting,113380,"Carl Tuckett (West Indies), Bijal Patel (Canada)",NULL,NULL,100,102,NULL,97,NULL,NULL
1509,"2021-02-15 00:42:54",NULL,0,T20,0,0,,NULL,41805,1564461000,1564417800,fielding,111358,"Leslie Reifer (West Indies), Vishal Sudhakar (Canada)",NULL,NULL,99,96,NULL,97,NULL,NULL
1510,"2021-02-15 00:42:55",NULL,0,T20,0,0,,NULL,41806,1564475400,1564432200,fielding,111357,"Carl Tuckett (West Indies), Harry Grewal (Canada)",NULL,NULL,97,98,NULL,97,NULL,NULL
1511,"2021-02-15 00:42:56",NULL,0,T20,0,0,,NULL,41807,1564633800,1564590600,fielding,111357,"Arnold Maddela (Canada), Harry Grewal (Canada)",NULL,NULL,98,100,NULL,97,NULL,NULL
1512,"2021-02-15 00:42:58",NULL,0,T20,0,0,,NULL,41808,1564720200,1564677000,fielding,113380,"Carl Tuckett (West Indies), Vishal Sudhakar (Canada)",NULL,NULL,99,102,NULL,97,NULL,NULL
1513,"2021-02-15 00:42:59",NULL,0,T20,0,0,,NULL,41809,1564806600,1564763400,fielding,111355,"Verdayne Smith (West Indies), Harry Grewal (Canada)",NULL,NULL,97,100,NULL,97,NULL,NULL
1514,"2021-02-15 00:43:01",NULL,0,T20,0,0,,NULL,41810,1564893000,1564849800,fielding,111354,"Verdayne Smith (West Indies), Bijal Patel (Canada)",NULL,NULL,96,102,NULL,97,NULL,NULL
1515,"2021-02-15 00:43:05",NULL,0,T20,0,0,,NULL,41811,1564907400,1564864200,fielding,111356,"Arnold Maddela (Canada), Carl Tuckett (West Indies)",NULL,NULL,99,100,NULL,97,NULL,NULL
1516,"2021-02-15 00:43:06",NULL,0,T20,0,0,,NULL,41812,1564979400,1564936200,fielding,111355,"Harry Grewal (Canada), Bijal Patel (Canada)",NULL,NULL,97,102,NULL,97,NULL,NULL
1517,"2021-02-15 00:43:09",NULL,0,T20,0,0,,NULL,41813,1564993800,1564950600,fielding,111354,"Arnold Maddela (Canada), Carl Tuckett (West Indies)",NULL,NULL,96,98,NULL,97,NULL,NULL
1518,"2021-02-15 00:43:11",NULL,0,T20,0,0,,NULL,41835,1565152200,1565109000,fielding,0,,NULL,NULL,100,102,NULL,97,NULL,NULL
1519,"2021-02-15 00:43:11",NULL,0,T20,0,0,,NULL,41836,1565166600,1565123400,fielding,0,,NULL,NULL,99,97,NULL,97,NULL,NULL
1520,"2021-02-15 00:43:12",NULL,0,T20,0,0,,NULL,41837,1565238600,1565195400,fielding,111357,"Verdayne Smith (West Indies), Arnold Maddela (Canada)",NULL,NULL,96,98,NULL,97,NULL,NULL
1521,"2021-02-15 00:43:14",NULL,0,T20,0,0,,NULL,41838,1565325000,1565281800,fielding,113380,"Carl Tuckett (West Indies), Bijal Patel (Canada)",NULL,NULL,97,102,NULL,97,NULL,NULL
1522,"2021-02-15 00:43:15",NULL,0,T20,0,0,,NULL,41839,1565339400,1565296200,fielding,111358,"Verdayne Smith (West Indies), Vishal Sudhakar (Canada)",NULL,NULL,99,96,NULL,97,NULL,NULL
1523,"2021-02-15 00:43:17",NULL,0,T20,0,0,,NULL,41840,1565503200,1565460000,batting,113380,"Verdayne Smith (West Indies), Vishal Sudhakar (Canada)",NULL,NULL,99,102,NULL,97,NULL,NULL
1524,"2021-02-15 00:43:18",NULL,0,T20,0,0,,NULL,41841,1565589600,1565546400,fielding,111355,"Carl Tuckett (West Indies), Bijal Patel (Canada)",NULL,NULL,99,97,NULL,97,NULL,NULL
1525,"2021-02-15 00:43:20",NULL,0,T20,0,0,"Graeme Labrooy (Sri Lanka)",NULL,46293,1606444200,1606401000,fielding,117008,"Raveendra Wimalasiri (Sri Lanka), Lyndon Hannibal (Sri Lanka), Ruchira Palliyaguruge (Sri Lanka, TV)",NULL,NULL,104,103,NULL,98,NULL,NULL
1526,"2021-02-15 00:43:29",NULL,0,T20,0,0,"Wendell Labrooy (Sri Lanka)",NULL,46294,1606530600,1606487400,batting,117010,"Deepal Gunawardene (Sri Lanka), Lyndon Hannibal (Sri Lanka), Prageeth Rambukwella (Sri Lanka, TV)",NULL,NULL,106,105,NULL,98,NULL,NULL
1527,"2021-02-15 00:43:36",NULL,0,T20,0,0,"Manoj Mendis (Sri Lanka)",NULL,46295,1606600800,1606557600,fielding,117009,"Hemantha Boteju (Sri Lanka), Raveendra Wimalasiri (Sri Lanka), Ruchira Palliyaguruge (Sri Lanka, TV)",NULL,NULL,104,107,NULL,98,NULL,NULL
1528,"2021-02-15 00:43:40",NULL,0,T20,0,0,"Graeme Labrooy (Sri Lanka)",NULL,46296,1606617000,1606573800,fielding,117010,"Rohitha Kottahachchi (Sri Lanka), Lyndon Hannibal (Sri Lanka, TV), Prageeth Rambukwella (Sri Lanka)",NULL,NULL,105,103,NULL,98,NULL,NULL
1529,"2021-02-15 00:43:42",NULL,0,T20,0,0,"Wendell Labrooy (Sri Lanka)",NULL,46297,1606773600,1606730400,fielding,117012,"Raveendra Wimalasiri (Sri Lanka), Keerthi Bandara (Sri Lanka), Ruchira Palliyaguruge (Sri Lanka, TV)",NULL,NULL,106,107,NULL,98,NULL,NULL
