pkey,created_on,last_updated_on,version,format,is_reduced,is_target_adjusted,referee,result,src_id,timestamp_end,timestamp_start,toss_decision,toss_winner,umpires,win_margin,win_type,away_team_pkey,home_team_pkey,man_of_the_match_pkey,tournament_pkey,venue_pkey,winner_team_pkey
1,"2021-02-14 23:31:20",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40281,1553394600,1553351400,fielding,610,"Anil Dandekar (India), Bruce Oxenford (Australia), Nitin Menon (India, TV)",NULL,NULL,2,1,NULL,1,NULL,NULL
2,"2021-02-14 23:31:39",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40282,1553466600,1553423400,fielding,591,"Vineet Kulkarni (India, TV), Chris Gaffaney (New Zealand), Anil Chaudhary (India)",NULL,NULL,4,3,NULL,1,NULL,NULL
3,"2021-02-14 23:31:55",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40283,1553481000,1553437800,fielding,593,"Yeshwant Barde (India), Nandan (India, TV), Sundaram Ravi (India)",NULL,NULL,6,5,NULL,1,NULL,NULL
4,"2021-02-14 23:32:13",NULL,0,T20,0,0,"Chinmay Sharma (India)",NULL,40284,1553567400,1553524200,fielding,629,"KN Ananthapadmanabhan (India), Chettithody Shamshuddin (India), Bruce Oxenford (Australia, TV)",NULL,NULL,8,7,NULL,1,NULL,NULL
5,"2021-02-14 23:32:30",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40285,1553653800,1553610600,batting,612,"Anil Dandekar (India, TV), Marais Erasmus (South Africa), Nitin Menon (India)",NULL,NULL,1,6,NULL,1,NULL,NULL
6,"2021-02-14 23:32:32",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40286,1553740200,1553697000,fielding,627,"Vineet Kulkarni (India), Chris Gaffaney (New Zealand, TV), Anil Chaudhary (India)",NULL,NULL,8,3,NULL,1,NULL,NULL
7,"2021-02-14 23:32:35",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40287,1553826600,1553783400,fielding,646,"Yeshwant Barde (India, TV), Nandan (India), Sundaram Ravi (India)",NULL,NULL,5,2,NULL,1,NULL,NULL
8,"2021-02-14 23:32:38",NULL,0,T20,0,0,"Chinmay Sharma (India)",NULL,40288,1553913000,1553869800,batting,629,"KN Ananthapadmanabhan (India, TV), Chettithody Shamshuddin (India), Bruce Oxenford (Australia)",NULL,NULL,7,4,NULL,1,NULL,NULL
9,"2021-02-14 23:32:40",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40289,1553985000,1553941800,fielding,627,"Vineet Kulkarni (India), Chris Gaffaney (New Zealand), Anil Chaudhary (India, TV)",NULL,NULL,5,8,NULL,1,NULL,NULL
10,"2021-02-14 23:32:43",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40290,1553999400,1553956200,fielding,612,"Anil Dandekar (India), Marais Erasmus (South Africa, TV), Nitin Menon (India)",NULL,NULL,3,6,NULL,1,NULL,NULL
11,"2021-02-14 23:32:46",NULL,0,T20,0,0,"Chinmay Sharma (India)",NULL,40291,1554071400,1554028200,fielding,646,"KN Ananthapadmanabhan (India), Chettithody Shamshuddin (India, TV), Sundaram Ravi (India)",NULL,NULL,2,4,NULL,1,NULL,NULL
12,"2021-02-14 23:32:48",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40292,1554085800,1554042600,fielding,629,"Bruce Oxenford (Australia, TV), Yeshwant Barde (India), Nandan (India)",NULL,NULL,7,1,NULL,1,NULL,NULL
13,"2021-02-14 23:32:51",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40293,1554172200,1554129000,fielding,612,"Vineet Kulkarni (India, TV), Chris Gaffaney (New Zealand), Anil Chaudhary (India)",NULL,NULL,6,8,NULL,1,NULL,NULL
14,"2021-02-14 23:32:55",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40294,1554258600,1554215400,fielding,629,"Anil Dandekar (India), Marais Erasmus (South Africa), Nitin Menon (India, TV)",NULL,NULL,2,7,NULL,1,NULL,NULL
15,"2021-02-14 23:32:58",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40295,1554345000,1554301800,fielding,610,"Rod Tucker (Australia), Bruce Oxenford (Australia), Yeshwant Barde (India, TV)",NULL,NULL,1,5,NULL,1,NULL,NULL
16,"2021-02-14 23:33:01",NULL,0,T20,0,0,"Chinmay Sharma (India)",NULL,40296,1554431400,1554388200,fielding,658,"KN Ananthapadmanabhan (India), Chettithody Shamshuddin (India), Sundaram Ravi (India, TV)",NULL,NULL,4,6,NULL,1,NULL,NULL
17,"2021-02-14 23:33:05",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40297,1554517800,1554474600,fielding,591,"Chris Gaffaney (New Zealand), Anil Chaudhary (India), Nandan (India, TV)",NULL,NULL,3,2,NULL,1,NULL,NULL
18,"2021-02-14 23:33:07",NULL,0,T20,0,0,"Chinmay Sharma (India)",NULL,40931,1554589800,1554546600,batting,610,"KN Ananthapadmanabhan (India), Rod Tucker (Australia), Chettithody Shamshuddin (India, TV)",NULL,NULL,8,1,NULL,1,NULL,NULL
19,"2021-02-14 23:33:10",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40932,1554604200,1554561000,fielding,658,"Anil Dandekar (India), Marais Erasmus (South Africa, TV), Nitin Menon (India)",NULL,NULL,5,4,NULL,1,NULL,NULL
20,"2021-02-14 23:33:12",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40933,1554676200,1554633000,fielding,612,"Yeshwant Barde (India), Nandan (India, TV), Sundaram Ravi (India)",NULL,NULL,6,2,NULL,1,NULL,NULL
21,"2021-02-14 23:33:15",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40934,1554690600,1554647400,fielding,591,"Bruce Oxenford (Australia, TV), Chris Gaffaney (New Zealand), Anil Chaudhary (India)",NULL,NULL,3,7,NULL,1,NULL,NULL
22,"2021-02-14 23:33:18",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40935,1554777000,1554733800,fielding,627,"Anil Dandekar (India), Marais Erasmus (South Africa), Nitin Menon (India, TV)",NULL,NULL,4,8,NULL,1,NULL,NULL
23,"2021-02-14 23:33:22",NULL,0,T20,0,0,"Prakash Bhatt (India)",NULL,40936,1554863400,1554820200,fielding,610,"Ulhas Gandhe (India, TV), Rod Tucker (Australia), Chettithody Shamshuddin (India)",NULL,NULL,3,1,NULL,1,NULL,NULL
24,"2021-02-14 23:33:24",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40937,1554949800,1554906600,fielding,593,"Yeshwant Barde (India), Sundaram Ravi (India), Nandan (India, TV)",NULL,NULL,8,5,NULL,1,NULL,NULL
25,"2021-02-14 23:33:27",NULL,0,T20,0,0,"Prakash Bhatt (India)",NULL,40938,1555036200,1554993000,fielding,610,"Ulhas Gandhe (India), Bruce Oxenford (Australia), Chris Gaffaney (New Zealand, TV)",NULL,NULL,1,7,NULL,1,NULL,NULL
26,"2021-02-14 23:33:29",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40939,1555122600,1555079400,fielding,612,"Rod Tucker (Australia, TV), Yeshwant Barde (India), Nandan (India)",NULL,NULL,6,3,NULL,1,NULL,NULL
27,"2021-02-14 23:33:32",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40940,1555194600,1555151400,fielding,629,"Marais Erasmus (South Africa, TV), Nitin Menon (India), Nand Kishore (India)",NULL,NULL,7,5,NULL,1,NULL,NULL
28,"2021-02-14 23:33:35",NULL,0,T20,0,0,"Prakash Bhatt (India)",NULL,40941,1555209000,1555165800,fielding,646,"Ulhas Gandhe (India), Nigel Llong (England, TV), Sundaram Ravi (India)",NULL,NULL,2,8,NULL,1,NULL,NULL
29,"2021-02-14 23:33:37",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40942,1555281000,1555237800,fielding,610,"Rod Tucker (Australia), Yeshwant Barde (India, TV), Nandan (India)",NULL,NULL,1,3,NULL,1,NULL,NULL
30,"2021-02-14 23:33:40",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40943,1555295400,1555252200,fielding,658,"Bruce Oxenford (Australia), Chris Gaffaney (New Zealand, TV), Anil Chaudhary (India)",NULL,NULL,6,4,NULL,1,NULL,NULL
31,"2021-02-14 23:33:42",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40944,1555381800,1555338600,fielding,593,"Marais Erasmus (South Africa), Nitin Menon (India), Nand Kishore (India, TV)",NULL,NULL,2,5,NULL,1,NULL,NULL
32,"2021-02-14 23:33:45",NULL,0,T20,0,0,"Andy Pycroft (Zimbabwe)",NULL,40945,1555468200,1555425000,fielding,629,"Vineet Kulkarni (India), Anil Chaudhary (India), Sundaram Ravi (India, TV)",NULL,NULL,7,8,NULL,1,NULL,NULL
33,"2021-02-14 23:33:48",NULL,0,T20,0,0,"Prakash Bhatt (India)",NULL,40946,1555554600,1555511400,batting,610,"Ulhas Gandhe (India), Chettithody Shamshuddin (India, TV), Ian Gould (England)",NULL,NULL,1,4,NULL,1,NULL,NULL
34,"2021-02-14 23:33:51",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40947,1555641000,1555597800,batting,593,"Bruce Oxenford (Australia), Nigel Llong (England), Anil Chaudhary (India, TV)",NULL,NULL,5,6,NULL,1,NULL,NULL
35,"2021-02-14 23:33:54",NULL,0,T20,0,0,"Andy Pycroft (Zimbabwe)",NULL,40948,1555727400,1555684200,fielding,591,"Anil Dandekar (India, TV), Ian Gould (England), Nitin Menon (India)",NULL,NULL,2,3,NULL,1,NULL,NULL
36,"2021-02-14 23:33:58",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40949,1555799400,1555756200,fielding,629,"Yeshwant Barde (India), Nandan (India, TV), Sundaram Ravi (India)",NULL,NULL,5,7,NULL,1,NULL,NULL
37,"2021-02-14 23:34:01",NULL,0,T20,0,0,"Prakash Bhatt (India)",NULL,40950,1555813800,1555770600,fielding,612,"Ulhas Gandhe (India), Chettithody Shamshuddin (India), Bruce Oxenford (Australia, TV)",NULL,NULL,8,6,NULL,1,NULL,NULL
38,"2021-02-14 23:34:06",NULL,0,T20,0,0,"Andy Pycroft (Zimbabwe)",NULL,40951,1555885800,1555842600,fielding,658,"Ian Gould (England, TV), Nigel Llong (England), Nitin Menon (India)",NULL,NULL,3,4,NULL,1,NULL,NULL
39,"2021-02-14 23:34:08",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40952,1555900200,1555857000,fielding,610,"Rod Tucker (Australia), Vineet Kulkarni (India), Anil Chaudhary (India, TV)",NULL,NULL,1,2,NULL,1,NULL,NULL
40,"2021-02-14 23:34:12",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40953,1555986600,1555943400,fielding,612,"Nand Kishore (India), Yeshwant Barde (India, TV), Sundaram Ravi (India)",NULL,NULL,6,7,NULL,1,NULL,NULL
41,"2021-02-14 23:34:15",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40954,1556073000,1556029800,fielding,610,"Vineet Kulkarni (India, TV), Nigel Llong (England), Anil Chaudhary (India)",NULL,NULL,4,1,NULL,1,NULL,NULL
42,"2021-02-14 23:34:18",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40955,1556159400,1556116200,fielding,627,"Chettithody Shamshuddin (India), Rod Tucker (Australia, TV), Bruce Oxenford (Australia)",NULL,NULL,8,2,NULL,1,NULL,NULL
43,"2021-02-14 23:34:21",NULL,0,T20,0,0,"Andy Pycroft (Zimbabwe)",NULL,40956,1556245800,1556202600,fielding,629,"Anil Dandekar (India), Ian Gould (England), Nitin Menon (India, TV)",NULL,NULL,7,3,NULL,1,NULL,NULL
44,"2021-02-14 23:34:24",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40957,1556332200,1556289000,fielding,610,"Vineet Kulkarni (India, TV), Nigel Llong (England), Anil Chaudhary (India)",NULL,NULL,5,1,NULL,1,NULL,NULL
45,"2021-02-14 23:34:27",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40958,1556418600,1556375400,fielding,629,"Yeshwant Barde (India), Nand Kishore (India), Sundaram Ravi (India, TV)",NULL,NULL,4,7,NULL,1,NULL,NULL
46,"2021-02-14 23:34:30",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40959,1556490600,1556447400,batting,612,"KN Ananthapadmanabhan (India), Chettithody Shamshuddin (India, TV), Bruce Oxenford (Australia)",NULL,NULL,2,6,NULL,1,NULL,NULL
47,"2021-02-14 23:34:33",NULL,0,T20,0,0,"Andy Pycroft (Zimbabwe)",NULL,40960,1556505000,1556461800,fielding,593,"Anil Dandekar (India, TV), Ian Gould (England), Nitin Menon (India)",NULL,NULL,5,3,NULL,1,NULL,NULL
48,"2021-02-14 23:34:36",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40961,1556591400,1556548200,fielding,627,"Nand Kishore (India, TV), Nandan (India), Sundaram Ravi (India)",NULL,NULL,8,4,NULL,1,NULL,NULL
49,"2021-02-14 23:34:40",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40962,1556677800,1556634600,fielding,629,"Ulhas Gandhe (India), Nigel Llong (England), Anil Chaudhary (India, TV)",NULL,NULL,7,2,NULL,1,NULL,NULL
50,"2021-02-14 23:34:43",NULL,0,T20,0,0,"Andy Pycroft (Zimbabwe)",NULL,40963,1556764200,1556721000,fielding,612,"Anil Dandekar (India), Ian Gould (England, TV), Nitin Menon (India)",NULL,NULL,6,1,NULL,1,NULL,NULL
51,"2021-02-14 23:34:45",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40964,1556850600,1556807400,batting,593,"Nand Kishore (India, TV), Nandan (India), Sundaram Ravi (India)",NULL,NULL,4,5,NULL,1,NULL,NULL
52,"2021-02-14 23:34:49",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40965,1556937000,1556893800,fielding,591,"KN Ananthapadmanabhan (India, TV), Chettithody Shamshuddin (India), Bruce Oxenford (Australia)",NULL,NULL,3,8,NULL,1,NULL,NULL
53,"2021-02-14 23:34:52",NULL,0,T20,0,0,"Andy Pycroft (Zimbabwe)",NULL,40966,1557009000,1556965800,batting,629,"Anil Dandekar (India), Ian Gould (England), Nitin Menon (India, TV)",NULL,NULL,7,6,NULL,1,NULL,NULL
54,"2021-02-14 23:34:54",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,40967,1557023400,1556980200,fielding,646,"Ulhas Gandhe (India, TV), Nigel Llong (England), Anil Chaudhary (India)",NULL,NULL,4,2,NULL,1,NULL,NULL
55,"2021-02-14 23:34:57",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,40968,1557095400,1557052200,fielding,627,"KN Ananthapadmanabhan (India), Chettithody Shamshuddin (India), Bruce Oxenford (Australia, TV)",NULL,NULL,1,8,NULL,1,NULL,NULL
56,"2021-02-14 23:35:00",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,40969,1557109800,1557066600,fielding,593,"Nand Kishore (India), Nandan (India), Sundaram Ravi (India, TV)",NULL,NULL,3,5,NULL,1,NULL,NULL
57,"2021-02-14 23:35:05",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,41321,1557280800,1557237600,batting,610,"Ian Gould (England, TV), Nigel Llong (England), Nitin Menon (India)",NULL,NULL,1,5,NULL,1,NULL,NULL
58,"2021-02-14 23:35:08",NULL,0,T20,0,0,"Andy Pycroft (Zimbabwe)",NULL,41322,1557367200,1557324000,fielding,612,"Bruce Oxenford (Australia), Anil Chaudhary (India, TV), Sundaram Ravi (India)",NULL,NULL,4,6,NULL,1,NULL,NULL
59,"2021-02-14 23:35:10",NULL,0,T20,0,0,"Andy Pycroft (Zimbabwe)",NULL,41323,1557540000,1557496800,fielding,610,"Chettithody Shamshuddin (India, TV), Bruce Oxenford (Australia), Sundaram Ravi (India)",NULL,NULL,6,1,NULL,1,NULL,NULL
60,"2021-02-14 23:35:13",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,41324,1557712800,1557669600,batting,593,"Ian Gould (England), Nigel Llong (England, TV), Nitin Menon (India)",NULL,NULL,1,5,NULL,1,NULL,NULL
61,"2021-02-14 23:35:16",NULL,0,T20,0,0," Manu Nayyar (India)",NULL,45587,1600567200,1600524000,fielding,610,"Sundaram Ravi (India, TV), Chris Gaffaney (New Zealand), Virender Sharma (India)",NULL,NULL,1,5,NULL,2,NULL,NULL
62,"2021-02-14 23:35:20",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45588,1600653600,1600610400,fielding,627,"Nitin Menon (India), Anil Chaudhary (India), Paul Reiffel (Australia, TV)",NULL,NULL,8,6,NULL,2,NULL,NULL
63,"2021-02-14 23:35:25",NULL,0,T20,0,0,"Prakash Bhatt (India)",NULL,45589,1600740000,1600696800,fielding,658,"Anil Dandekar (India), Anil Chaudhary (India, TV), Nitin Menon (India)",NULL,NULL,2,4,NULL,2,NULL,NULL
64,"2021-02-14 23:35:30",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45590,1600826400,1600783200,fielding,610,"Chettithody Shamshuddin (India), Vineet Kulkarni (India), KN Ananthapadmanabhan (India, TV)",NULL,NULL,1,7,NULL,2,NULL,NULL
65,"2021-02-14 23:35:35",NULL,0,T20,0,0," Manu Nayyar (India)",NULL,45591,1600912800,1600869600,fielding,591,"Sundaram Ravi (India), Chris Gaffaney (New Zealand), Virender Sharma (India, TV)",NULL,NULL,5,3,NULL,2,NULL,NULL
66,"2021-02-14 23:35:40",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45592,1600999200,1600956000,fielding,646,"Paul Reiffel (Australia), Anil Chaudhary (India), Nitin Menon (India, TV)",NULL,NULL,2,8,NULL,2,NULL,NULL
67,"2021-02-14 23:35:44",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45593,1601085600,1601042400,fielding,610,"KN Ananthapadmanabhan (India), Richard Illingworth (England), Krishnamachari Srinivasan (India, TV)",NULL,NULL,6,1,NULL,2,NULL,NULL
68,"2021-02-14 23:35:47",NULL,0,T20,0,0,"Shakti Singh (India)",NULL,45594,1601172000,1601128800,batting,658,"Chris Gaffaney (New Zealand), Virender Sharma (India), Sundaram Ravi (India, TV)",NULL,NULL,4,3,NULL,2,NULL,NULL
69,"2021-02-14 23:35:50",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45595,1601258400,1601215200,fielding,629,"Richard Illingworth (England), Krishnamachari Srinivasan (India), Chettithody Shamshuddin (India, TV)",NULL,NULL,8,7,NULL,2,NULL,NULL
70,"2021-02-14 23:35:54",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45596,1601344800,1601301600,fielding,593,"Paul Reiffel (Australia), Nitin Menon (India), Anil Chaudhary (India, TV)",NULL,NULL,5,2,NULL,2,NULL,NULL
71,"2021-02-14 23:35:58",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,45597,1601431200,1601388000,fielding,612,"Virender Sharma (India), Sundaram Ravi (India), Chris Gaffaney (New Zealand, TV)",NULL,NULL,4,6,NULL,2,NULL,NULL
72,"2021-02-14 23:36:01",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45598,1601517600,1601474400,fielding,629,"Chettithody Shamshuddin (India), KN Ananthapadmanabhan (India), Vineet Kulkarni (India, TV)",NULL,NULL,3,7,NULL,2,NULL,NULL
73,"2021-02-14 23:36:05",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,45599,1601604000,1601560800,fielding,627,"Virender Sharma (India), Sundaram Ravi (India), Ulhas Gandhe (India, TV)",NULL,NULL,5,8,NULL,2,NULL,NULL
74,"2021-02-14 23:36:08",NULL,0,T20,0,0,"Prakash Bhatt (India)",NULL,45600,1601690400,1601647200,batting,658,"Paul Reiffel (Australia), Anil Chaudhary (India), Yeshwant Barde (India, TV)",NULL,NULL,4,1,NULL,2,NULL,NULL
75,"2021-02-14 23:36:15",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,45601,1601762400,1601719200,batting,629,"Chris Gaffaney (New Zealand), Sundaram Ravi (India), Pashchim Pathak (India, TV)",NULL,NULL,7,2,NULL,2,NULL,NULL
76,"2021-02-14 23:36:17",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45602,1601776800,1601733600,fielding,591,"Richard Illingworth (England), Vineet Kulkarni (India), Chettithody Shamshuddin (India, TV)",NULL,NULL,3,6,NULL,2,NULL,NULL
77,"2021-02-14 23:36:20",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45603,1601848800,1601805600,batting,593,"Richard Illingworth (England, TV), Chettithody Shamshuddin (India), KN Ananthapadmanabhan (India)",NULL,NULL,4,5,NULL,2,NULL,NULL
78,"2021-02-14 23:36:23",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45604,1601863200,1601820000,batting,627,"Nitin Menon (India), Anil Dandekar (India), Paul Reiffel (Australia, TV)",NULL,NULL,1,8,NULL,2,NULL,NULL
79,"2021-02-14 23:36:25",NULL,0,T20,0,0,"Prakash Bhatt (India)",NULL,45605,1601949600,1601906400,fielding,646,"Yeshwant Barde (India), Nitin Menon (India), Paul Reiffel (Australia, TV)",NULL,NULL,6,2,NULL,2,NULL,NULL
80,"2021-02-14 23:36:27",NULL,0,T20,0,0,"Shakti Singh (India)",NULL,45606,1602036000,1601992800,batting,593,"Virender Sharma (India), Sundaram Ravi (India), Chris Gaffaney (New Zealand, TV)",NULL,NULL,7,5,NULL,2,NULL,NULL
81,"2021-02-14 23:36:29",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45607,1602122400,1602079200,batting,591,"Richard Illingworth (England), KN Ananthapadmanabhan (India), Chettithody Shamshuddin (India, TV)",NULL,NULL,1,3,NULL,2,NULL,NULL
82,"2021-02-14 23:36:31",NULL,0,T20,0,0,,NULL,45608,1602208800,1602165600,batting,658,,NULL,NULL,8,4,NULL,2,NULL,NULL
83,"2021-02-14 23:36:33",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45609,1602295200,1602252000,fielding,629,"Chettithody Shamshuddin (India), KN Ananthapadmanabhan (India), Vineet Kulkarni (India, TV)",NULL,NULL,6,7,NULL,2,NULL,NULL
84,"2021-02-14 23:36:35",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,45610,1602367200,1602324000,batting,591,"Chris Gaffaney (New Zealand), Ulhas Gandhe (India), Virender Sharma (India, TV)",NULL,NULL,3,8,NULL,2,NULL,NULL
85,"2021-02-14 23:36:36",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45611,1602381600,1602338400,batting,646,"Paul Reiffel (Australia), Anil Chaudhary (India), Anil Dandekar (India, TV)",NULL,NULL,2,1,NULL,2,NULL,NULL
86,"2021-02-14 23:36:38",NULL,0,T20,0,0,"Prakash Bhatt (India)",NULL,45612,1602453600,1602410400,batting,658,"Paul Reiffel (Australia), Yeshwant Barde (India), Nitin Menon (India, TV)",NULL,NULL,7,4,NULL,2,NULL,NULL
87,"2021-02-14 23:36:40",NULL,0,T20,0,0,"Shakti Singh (India)",NULL,45613,1602468000,1602424800,batting,612,"Chris Gaffaney (New Zealand), Virender Sharma (India, TV), Sundaram Ravi (India)",NULL,NULL,6,5,NULL,2,NULL,NULL
88,"2021-02-14 23:36:43",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45614,1602554400,1602511200,batting,646,"Richard Illingworth (England), Krishnamachari Srinivasan (India), KN Ananthapadmanabhan (India, TV)",NULL,NULL,3,2,NULL,2,NULL,NULL
89,"2021-02-14 23:36:45",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45615,1602640800,1602597600,batting,610,"Anil Chaudhary (India), Nitin Menon (India, TV), Paul Reiffel (Australia)",NULL,NULL,1,4,NULL,2,NULL,NULL
90,"2021-02-14 23:36:47",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45616,1602727200,1602684000,batting,612,"Anil Dandekar (India, TV), Anil Chaudhary (India), Nitin Menon (India)",NULL,NULL,7,6,NULL,2,NULL,NULL
91,"2021-02-14 23:36:49",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45617,1602813600,1602770400,batting,646,"Richard Illingworth (England, TV), KN Ananthapadmanabhan (India), Chettithody Shamshuddin (India)",NULL,NULL,8,2,NULL,2,NULL,NULL
92,"2021-02-14 23:36:51",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,45618,1602900000,1602856800,batting,591,"Chris Gaffaney (New Zealand), Virender Sharma (India), Sundaram Ravi (India, TV)",NULL,NULL,3,5,NULL,2,NULL,NULL
93,"2021-02-14 23:36:53",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45619,1602972000,1602928800,batting,629,"Anil Chaudhary (India), Nitin Menon (India), Paul Reiffel (Australia, TV)",NULL,NULL,2,7,NULL,2,NULL,NULL
94,"2021-02-14 23:36:55",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45620,1602986400,1602943200,batting,610,"Richard Illingworth (England), KN Ananthapadmanabhan (India), Chettithody Shamshuddin (India, TV)",NULL,NULL,1,6,NULL,2,NULL,NULL
95,"2021-02-14 23:36:57",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,45621,1603058400,1603015200,fielding,658,"Pashchim Pathak (India), Virender Sharma (India, TV), Sundaram Ravi (India)",NULL,NULL,3,4,NULL,2,NULL,NULL
96,"2021-02-14 23:36:59",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45622,1603072800,1603029600,batting,593,"Paul Reiffel (Australia), Nitin Menon (India), Anil Chaudhary (India, TV)",NULL,NULL,8,5,NULL,2,NULL,NULL
97,"2021-02-14 23:37:01",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,45623,1603159200,1603116000,batting,610,"Chris Gaffaney (New Zealand), Virender Sharma (India), Ulhas Gandhe (India, TV)",NULL,NULL,1,7,NULL,2,NULL,NULL
98,"2021-02-14 23:37:03",NULL,0,T20,0,0,"Shakti Singh (India)",NULL,45624,1603245600,1603202400,batting,612,"Virender Sharma (India), Chris Gaffaney (New Zealand, TV), Sundaram Ravi (India)",NULL,NULL,6,8,NULL,2,NULL,NULL
99,"2021-02-14 23:37:06",NULL,0,T20,0,0,"Shakti Singh (India)",NULL,45625,1603332000,1603288800,batting,591,"Virender Sharma (India), Sundaram Ravi (India), Chris Gaffaney (New Zealand, TV)",NULL,NULL,3,2,NULL,2,NULL,NULL
100,"2021-02-14 23:37:08",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45626,1603418400,1603375200,fielding,658,"Nitin Menon (India), Anil Chaudhary (India, TV), Paul Reiffel (Australia)",NULL,NULL,4,7,NULL,2,NULL,NULL
101,"2021-02-14 23:37:10",NULL,0,T20,0,0,"Vengalil Narayan Kutty (India)",NULL,45627,1603504800,1603461600,fielding,593,"Chettithody Shamshuddin (India), Vineet Kulkarni (India), Richard Illingworth (England, TV)",NULL,NULL,5,1,NULL,2,NULL,NULL
102,"2021-02-14 23:37:11",NULL,0,T20,0,0,"Manu Nayyar (India)",NULL,45628,1603576800,1603533600,fielding,612,"Chris Gaffaney (New Zealand), Pashchim Pathak (India), Sundaram Ravi (India, TV)",NULL,NULL,6,3,NULL,2,NULL,NULL
103,"2021-02-14 23:37:13",NULL,0,T20,0,0,"Javagal Srinath (India)",NULL,45629,1603591200,1603548000,fielding,658,"Paul Reiffel (Australia), Anil Dandekar (India), Nitin Menon (India, TV)",NULL,NULL,4,8,NULL,2,NULL,NULL
